Year,Month,Day,Hour,Minute,DNI(KWH)
2023,1,6,2,0,0.24478923165351424
2023,1,6,3,0,0.25924850851768794
2023,1,6,4,0,0.2558973505396984
2023,1,6,5,0,0.2629738895772172
2023,1,6,6,0,0.354349712403648
2023,1,6,7,0,0.45843520084473915
2023,1,6,8,0,0.5844281755372982
2023,1,6,9,0,0.6583521212623638
2023,1,6,10,0,0.7265478030636119
2023,1,6,11,0,0.7099460734643189
2023,1,6,12,0,0.7132277180474285
2023,1,6,13,0,0.7281980011570134
2023,1,6,14,0,0.7344370185623527
2023,1,6,15,0,0.6892422115889711
2023,1,6,16,0,0.6162023140728985
2023,1,6,17,0,0.4973360458956859
2023,1,6,18,0,0.3657663613144766
2023,1,6,19,0,0.2965917803138508
2023,1,6,20,0,0.2645735920931688
2023,1,6,21,0,0.24238484507428087
2023,1,6,22,0,0.2326915952440844
2023,1,6,23,0,0.23063184881237767
2023,1,7,0,0,0.25835045970500703
2023,1,7,1,0,0.24406983965049125
2023,1,7,2,0,0.2424731848383921
2023,1,7,3,0,0.25478337978011795
2023,1,7,4,0,0.21231196525547927
2023,1,7,5,0,0.2655583762062704
2023,1,7,6,0,0.3172363214161228
2023,1,7,7,0,0.46303236291087513
2023,1,7,8,0,0.5902894771369891
2023,1,7,9,0,0.6890256791692347
2023,1,7,10,0,0.7104452053450262
2023,1,7,11,0,0.7106206696547526
2023,1,7,12,0,0.7091545538664571
2023,1,7,13,0,0.7035574609373609
2023,1,7,14,0,0.7295766224958635
2023,1,7,15,0,0.6884403268091501
2023,1,7,16,0,0.6091371698234095
2023,1,7,17,0,0.4809352276297648
2023,1,7,18,0,0.37382009665606347
2023,1,7,19,0,0.295954628055521
2023,1,7,20,0,0.2569172304572842
2023,1,7,21,0,0.23929861519394674
2023,1,7,22,0,0.24356488520075864
2023,1,7,23,0,0.25472778786652817
2023,1,8,0,0,0.26497702772202425
2023,1,8,1,0,0.24056580414322656
2023,1,8,2,0,0.2463218121301154
2023,1,8,3,0,0.2292649059416519
2023,1,8,4,0,0.2501210700094871
2023,1,8,5,0,0.26716188848346184
2023,1,8,6,0,0.34109478761619777
2023,1,8,7,0,0.42237768631384015
2023,1,8,8,0,0.563143200959578
2023,1,8,9,0,0.6678339983187914
2023,1,8,10,0,0.7247019612952399
2023,1,8,11,0,0.7050982656688998
2023,1,8,12,0,0.7229131112038771
2023,1,8,13,0,0.6879103027741215
2023,1,8,14,0,0.7293425847461671
2023,1,8,15,0,0.6780014732968057
2023,1,8,16,0,0.6361435194915012
2023,1,8,17,0,0.47707588062217393
2023,1,8,18,0,0.37172800029044006
2023,1,8,19,0,0.2878586642519197
2023,1,8,20,0,0.25587147348091016
2023,1,8,21,0,0.2531893721908349
2023,1,8,22,0,0.2474979980477684
2023,1,8,23,0,0.2448107882365053
2023,1,9,0,0,0.2560189340149883
2023,1,9,1,0,0.2691118969979674
2023,1,9,2,0,0.2541498693007743
2023,1,9,3,0,0.2536084504412721
2023,1,9,4,0,0.2641507359165917
2023,1,9,5,0,0.2710738127447731
2023,1,9,6,0,0.3282098666904687
2023,1,9,7,0,0.44496663903484
2023,1,9,8,0,0.5803672191079141
2023,1,9,9,0,0.6764246032169493
2023,1,9,10,0,0.7240042528187942
2023,1,9,11,0,0.7337562729157256
2023,1,9,12,0,0.6902423914489879
2023,1,9,13,0,0.7227561529956846
2023,1,9,14,0,0.724467847109709
2023,1,9,15,0,0.6726401846051585
2023,1,9,16,0,0.610680235302469
2023,1,9,17,0,0.5046648299143421
2023,1,9,18,0,0.3640489392946265
2023,1,9,19,0,0.28485974797055696
2023,1,9,20,0,0.23227846665145072
2023,1,9,21,0,0.2817542150846106
2023,1,9,22,0,0.23311415149965453
2023,1,9,23,0,0.21588311337947666
2023,1,10,0,0,0.2766569809532889
2023,1,10,1,0,0.2473306927560545
2023,1,10,2,0,0.23862504079558852
2023,1,10,3,0,0.2241723730400918
2023,1,10,4,0,0.22956368350921072
2023,1,10,5,0,0.27277271847538687
2023,1,10,6,0,0.33914680627659066
2023,1,10,7,0,0.47005005603133515
2023,1,10,8,0,0.5699865279794984
2023,1,10,9,0,0.6465916839246593
2023,1,10,10,0,0.6968632834179781
2023,1,10,11,0,0.7081310523736297
2023,1,10,12,0,0.7004095305772254
2023,1,10,13,0,0.7178297247905642
2023,1,10,14,0,0.730932627551385
2023,1,10,15,0,0.6846350372291509
2023,1,10,16,0,0.6250913708623976
2023,1,10,17,0,0.5005201252016568
2023,1,10,18,0,0.3587932425323657
2023,1,10,19,0,0.3068541395661357
2023,1,10,20,0,0.2462103339797493
2023,1,10,21,0,0.24606719028695145
2023,1,10,22,0,0.24595899073780395
2023,1,10,23,0,0.22946390954070994
2023,1,11,0,0,0.25656945198619
2023,1,11,1,0,0.24457631296777863
2023,1,11,2,0,0.2643181930753523
2023,1,11,3,0,0.24159166898749068
2023,1,11,4,0,0.25201630503646055
2023,1,11,5,0,0.27716111481226585
2023,1,11,6,0,0.3322297062349055
2023,1,11,7,0,0.4437575917866167
2023,1,11,8,0,0.5502822599299386
2023,1,11,9,0,0.6610767374871906
2023,1,11,10,0,0.6965280903622302
2023,1,11,11,0,0.7070287972159531
2023,1,11,12,0,0.6972548371083459
2023,1,11,13,0,0.7079751168960239
2023,1,11,14,0,0.6950703944029637
2023,1,11,15,0,0.6880992015661065
2023,1,11,16,0,0.5952774403923833
2023,1,11,17,0,0.48983027433378007
2023,1,11,18,0,0.37096461826562105
2023,1,11,19,0,0.27922784018802316
2023,1,11,20,0,0.24177206148520974
2023,1,11,21,0,0.23622088662922403
2023,1,11,22,0,0.234060248879987
2023,1,11,23,0,0.24758922040883505
2023,1,12,0,0,0.22961200336061707
2023,1,12,1,0,0.23038283449662889
2023,1,12,2,0,0.2333699881123349
2023,1,12,3,0,0.2372629562049977
2023,1,12,4,0,0.23533789878120281
2023,1,12,5,0,0.2668954206159323
2023,1,12,6,0,0.3522084078201562
2023,1,12,7,0,0.438161731439441
2023,1,12,8,0,0.5835750667414938
2023,1,12,9,0,0.6827090652302805
2023,1,12,10,0,0.6998474589939278
2023,1,12,11,0,0.7113408778561033
2023,1,12,12,0,0.6952879522310951
2023,1,12,13,0,0.7371322707680998
2023,1,12,14,0,0.7147345572665534
2023,1,12,15,0,0.6686426041841319
2023,1,12,16,0,0.6159332579416652
2023,1,12,17,0,0.49232314702829677
2023,1,12,18,0,0.3834361896370617
2023,1,12,19,0,0.2767878828038844
2023,1,12,20,0,0.2705898987219955
2023,1,12,21,0,0.24756792069647898
2023,1,12,22,0,0.2544774572809015
2023,1,12,23,0,0.264566515725202
2023,1,13,0,0,0.24729334775915363
2023,1,13,1,0,0.21518492279161996
2023,1,13,2,0,0.22036433030758587
2023,1,13,3,0,0.22888378570149995
2023,1,13,4,0,0.23094241505325128
2023,1,13,5,0,0.306163512696235
2023,1,13,6,0,0.33393196598706537
2023,1,13,7,0,0.48025159177096693
2023,1,13,8,0,0.5812195085177881
2023,1,13,9,0,0.640827609996631
2023,1,13,10,0,0.7000384157191726
2023,1,13,11,0,0.6865783284877907
2023,1,13,12,0,0.6994025691915082
2023,1,13,13,0,0.7325347879926077
2023,1,13,14,0,0.7320488953448807
2023,1,13,15,0,0.687347482511782
2023,1,13,16,0,0.6107964196610802
2023,1,13,17,0,0.49551154887874405
2023,1,13,18,0,0.37175529584212175
2023,1,13,19,0,0.29787805602704376
2023,1,13,20,0,0.23808107080189647
2023,1,13,21,0,0.2359187750001756
2023,1,13,22,0,0.23804178364599043
2023,1,13,23,0,0.22996488972760198
2023,1,14,0,0,0.23671724890242962
2023,1,14,1,0,0.2591064553397061
2023,1,14,2,0,0.21917781788237448
2023,1,14,3,0,0.22954864150774398
2023,1,14,4,0,0.23666775093467485
2023,1,14,5,0,0.26547701945254726
2023,1,14,6,0,0.3365453909143402
2023,1,14,7,0,0.4397572473971962
2023,1,14,8,0,0.5692557591653835
2023,1,14,9,0,0.6638223505896366
2023,1,14,10,0,0.7061903050530016
2023,1,14,11,0,0.7052150229106439
2023,1,14,12,0,0.7187142703261131
2023,1,14,13,0,0.7023078402226149
2023,1,14,14,0,0.7135919097658487
2023,1,14,15,0,0.6743442476434979
2023,1,14,16,0,0.6074310508221885
2023,1,14,17,0,0.5017849615475737
2023,1,14,18,0,0.35994029700172375
2023,1,14,19,0,0.27333169566825144
2023,1,14,20,0,0.2353711609211235
2023,1,14,21,0,0.22735840652276407
2023,1,14,22,0,0.26345774449503395
2023,1,14,23,0,0.2501825090080384
2023,1,15,0,0,0.24317344678534036
2023,1,15,1,0,0.238312913402689
2023,1,15,2,0,0.22615611538322342
2023,1,15,3,0,0.23222591093389885
2023,1,15,4,0,0.23651808569554483
2023,1,15,5,0,0.2546175071112241
2023,1,15,6,0,0.3442845553078213
2023,1,15,7,0,0.4344556678182277
2023,1,15,8,0,0.5795742851040248
2023,1,15,9,0,0.6554207527379861
2023,1,15,10,0,0.6959319781204074
2023,1,15,11,0,0.7087528104143795
2023,1,15,12,0,0.6889959975793968
2023,1,15,13,0,0.7129653276290232
2023,1,15,14,0,0.689256016550216
2023,1,15,15,0,0.6459581367984987
2023,1,15,16,0,0.5771707471693583
2023,1,15,17,0,0.4806610331324453
2023,1,15,18,0,0.36742372261754325
2023,1,15,19,0,0.3073564565102861
2023,1,15,20,0,0.25479245070097617
2023,1,15,21,0,0.2408435163754886
2023,1,15,22,0,0.2483490305626137
2023,1,15,23,0,0.2490318210041611
2023,1,16,0,0,0.23153715980336417
2023,1,16,1,0,0.2435664297990279
2023,1,16,2,0,0.2453857314658643
2023,1,16,3,0,0.20723072070539686
2023,1,16,4,0,0.23557312259603605
2023,1,16,5,0,0.2638622175184514
2023,1,16,6,0,0.33420589288582825
2023,1,16,7,0,0.4495212588771213
2023,1,16,8,0,0.5735454411796281
2023,1,16,9,0,0.647921269578009
2023,1,16,10,0,0.7046350255578065
2023,1,16,11,0,0.7029730554812335
2023,1,16,12,0,0.717395844545119
2023,1,16,13,0,0.7094231612786311
2023,1,16,14,0,0.6989894564193415
2023,1,16,15,0,0.6638977863216194
2023,1,16,16,0,0.6077202382229911
2023,1,16,17,0,0.5069490616532631
2023,1,16,18,0,0.3741672264820824
2023,1,16,19,0,0.28826953803195887
2023,1,16,20,0,0.24862094145237654
2023,1,16,21,0,0.22976956749573943
2023,1,16,22,0,0.2342820191969261
2023,1,16,23,0,0.24347799694376923
2023,1,17,0,0,0.21612832042241226
2023,1,17,1,0,0.2374364280454645
2023,1,17,2,0,0.22270086950345433
2023,1,17,3,0,0.21768753657723214
2023,1,17,4,0,0.22660772148108213
2023,1,17,5,0,0.25177887141987415
2023,1,17,6,0,0.35852489006217464
2023,1,17,7,0,0.4502175176817412
2023,1,17,8,0,0.5598416952796869
2023,1,17,9,0,0.6611848788229637
2023,1,17,10,0,0.7036051479941678
2023,1,17,11,0,0.7116477383768162
2023,1,17,12,0,0.6964025221189634
2023,1,17,13,0,0.6774922243998442
2023,1,17,14,0,0.7142214688089022
2023,1,17,15,0,0.6733334672934475
2023,1,17,16,0,0.6129261668955472
2023,1,17,17,0,0.48759021035192246
2023,1,17,18,0,0.3890712214262198
2023,1,17,19,0,0.2974796272706402
2023,1,17,20,0,0.24609295091040037
2023,1,17,21,0,0.23915534857119594
2023,1,17,22,0,0.2273625000965906
2023,1,17,23,0,0.2356684825374904
2023,1,18,0,0,0.2529149233120024
2023,1,18,1,0,0.2611008541509947
2023,1,18,2,0,0.22646679593956526
2023,1,18,3,0,0.22890683869213543
2023,1,18,4,0,0.23009342254893822
2023,1,18,5,0,0.24582185981925544
2023,1,18,6,0,0.327775743637682
2023,1,18,7,0,0.4288031223279758
2023,1,18,8,0,0.556320308249159
2023,1,18,9,0,0.6317774703223177
2023,1,18,10,0,0.6940685499769379
2023,1,18,11,0,0.7132103969870364
2023,1,18,12,0,0.7013586737330327
2023,1,18,13,0,0.7120012145179615
2023,1,18,14,0,0.71681369043942
2023,1,18,15,0,0.6641148364929771
2023,1,18,16,0,0.5991132593751449
2023,1,18,17,0,0.4641539991444078
2023,1,18,18,0,0.364292597285914
2023,1,18,19,0,0.2721932131225973
2023,1,18,20,0,0.2248510325101458
2023,1,18,21,0,0.2118025472442132
2023,1,18,22,0,0.2268368835932627
2023,1,18,23,0,0.22436117876744927
2023,1,19,0,0,0.23847854111211075
2023,1,19,1,0,0.22079580604388685
2023,1,19,2,0,0.2435082175622812
2023,1,19,3,0,0.24123082818055366
2023,1,19,4,0,0.24681277881523445
2023,1,19,5,0,0.26215541619458227
2023,1,19,6,0,0.33991592601609927
2023,1,19,7,0,0.4724071444428625
2023,1,19,8,0,0.5559467172677541
2023,1,19,9,0,0.6663397521826367
2023,1,19,10,0,0.6895499776135183
2023,1,19,11,0,0.7227494356077558
2023,1,19,12,0,0.7219627113116721
2023,1,19,13,0,0.721425787176515
2023,1,19,14,0,0.7108110256441385
2023,1,19,15,0,0.6684767248499291
2023,1,19,16,0,0.5864797568802392
2023,1,19,17,0,0.4897976543633113
2023,1,19,18,0,0.3665870837430716
2023,1,19,19,0,0.280816443742768
2023,1,19,20,0,0.23201497204012217
2023,1,19,21,0,0.23362420872861686
2023,1,19,22,0,0.2332194564414426
2023,1,19,23,0,0.2357178417075794
2023,1,20,0,0,0.24338675562255802
2023,1,20,1,0,0.2443568944105048
2023,1,20,2,0,0.24859004233678741
2023,1,20,3,0,0.2373150361873886
2023,1,20,4,0,0.2297981348748753
2023,1,20,5,0,0.2713103145321535
2023,1,20,6,0,0.3398581806162922
2023,1,20,7,0,0.45133275248993093
2023,1,20,8,0,0.5905040606167669
2023,1,20,9,0,0.6729340777866362
2023,1,20,10,0,0.6812365291623099
2023,1,20,11,0,0.7129615090890197
2023,1,20,12,0,0.6912203930817938
2023,1,20,13,0,0.7128385315783977
2023,1,20,14,0,0.7095055109913784
2023,1,20,15,0,0.6965660928148679
2023,1,20,16,0,0.599401869461601
2023,1,20,17,0,0.48982566118986437
2023,1,20,18,0,0.37572491333645014
2023,1,20,19,0,0.26424669185566374
2023,1,20,20,0,0.2617526052650157
2023,1,20,21,0,0.23164387882425025
2023,1,20,22,0,0.2561091174436764
2023,1,20,23,0,0.23846382788901757
2023,1,21,0,0,0.234477620832647
2023,1,21,1,0,0.23174378993512154
2023,1,21,2,0,0.2537325307534167
2023,1,21,3,0,0.21820160743804065
2023,1,21,4,0,0.22344112725736337
2023,1,21,5,0,0.2395695203990758
2023,1,21,6,0,0.31266520673901044
2023,1,21,7,0,0.4352108721565447
2023,1,21,8,0,0.5525892802900342
2023,1,21,9,0,0.6369087148238372
2023,1,21,10,0,0.674942631147022
2023,1,21,11,0,0.6996599021011298
2023,1,21,12,0,0.7075204227912378
2023,1,21,13,0,0.7026408398056656
2023,1,21,14,0,0.6991475117051996
2023,1,21,15,0,0.6637570505503189
2023,1,21,16,0,0.5975162089901641
2023,1,21,17,0,0.48520034712904025
2023,1,21,18,0,0.3584141591418232
2023,1,21,19,0,0.2824867079663477
2023,1,21,20,0,0.22927158511812046
2023,1,21,21,0,0.2347317202161151
2023,1,21,22,0,0.22609114055008278
2023,1,21,23,0,0.20338460145255427
2023,1,22,0,0,0.2163227039949222
2023,1,22,1,0,0.22035606696241092
2023,1,22,2,0,0.21995388245826125
2023,1,22,3,0,0.23282653357876493
2023,1,22,4,0,0.21866573571364942
2023,1,22,5,0,0.27690072225264184
2023,1,22,6,0,0.32160274589369364
2023,1,22,7,0,0.4328279780150608
2023,1,22,8,0,0.5682833419937872
2023,1,22,9,0,0.661796481727639
2023,1,22,10,0,0.6811049904636578
2023,1,22,11,0,0.6992916779227829
2023,1,22,12,0,0.6989454231163247
2023,1,22,13,0,0.6905503369216953
2023,1,22,14,0,0.7104985903060352
2023,1,22,15,0,0.6531408167436478
2023,1,22,16,0,0.5895992819875546
2023,1,22,17,0,0.48647229234032535
2023,1,22,18,0,0.36959913127053
2023,1,22,19,0,0.2903483272966652
2023,1,22,20,0,0.23667619755379374
2023,1,22,21,0,0.2382667031765869
2023,1,22,22,0,0.22740844268530477
2023,1,22,23,0,0.2445882779609994
2023,1,23,0,0,0.23350291733385886
2023,1,23,1,0,0.22430881153443216
2023,1,23,2,0,0.22727571353482057
2023,1,23,3,0,0.23015097506414917
2023,1,23,4,0,0.22919699578286604
2023,1,23,5,0,0.24926135662313015
2023,1,23,6,0,0.3403653230403563
2023,1,23,7,0,0.456793884444148
2023,1,23,8,0,0.5708710332752984
2023,1,23,9,0,0.6344773676678482
2023,1,23,10,0,0.7056423820074458
2023,1,23,11,0,0.7036069191324416
2023,1,23,12,0,0.7041270148710679
2023,1,23,13,0,0.6888120845740884
2023,1,23,14,0,0.71979793625816
2023,1,23,15,0,0.6999918867044904
2023,1,23,16,0,0.572699291462337
2023,1,23,17,0,0.49251538254339894
2023,1,23,18,0,0.35517690381770683
2023,1,23,19,0,0.26830889998803364
2023,1,23,20,0,0.24343678740532684
2023,1,23,21,0,0.24206385284468507
2023,1,23,22,0,0.22045260174146566
2023,1,23,23,0,0.23118639668274887
2023,1,24,0,0,0.23565843257040914
2023,1,24,1,0,0.24664314988642724
2023,1,24,2,0,0.22079138103126675
2023,1,24,3,0,0.22569717983904058
2023,1,24,4,0,0.243452203109428
2023,1,24,5,0,0.25252586381374015
2023,1,24,6,0,0.33774485782920716
2023,1,24,7,0,0.44583496870761247
2023,1,24,8,0,0.5585789586683594
2023,1,24,9,0,0.6241032739238053
2023,1,24,10,0,0.6969130234069094
2023,1,24,11,0,0.7180400940516426
2023,1,24,12,0,0.7058040631098588
2023,1,24,13,0,0.692452957326217
2023,1,24,14,0,0.6969259184738377
2023,1,24,15,0,0.6729976304181959
2023,1,24,16,0,0.5950480958035604
2023,1,24,17,0,0.49140657341550414
2023,1,24,18,0,0.37875639569896197
2023,1,24,19,0,0.270341759887539
2023,1,24,20,0,0.223711136909776
2023,1,24,21,0,0.2263971926289107
2023,1,24,22,0,0.21148659415317156
2023,1,24,23,0,0.22791579283339544
2023,1,25,0,0,0.2319885757651332
2023,1,25,1,0,0.24410953159166462
2023,1,25,2,0,0.23680449098999698
2023,1,25,3,0,0.23115659431088523
2023,1,25,4,0,0.24120357134842763
2023,1,25,5,0,0.2903528422691516
2023,1,25,6,0,0.313200099593282
2023,1,25,7,0,0.43017686468033167
2023,1,25,8,0,0.5743745078869589
2023,1,25,9,0,0.6745496495683752
2023,1,25,10,0,0.69617491247818
2023,1,25,11,0,0.7278685591404119
2023,1,25,12,0,0.7002246069001967
2023,1,25,13,0,0.7005174006293444
2023,1,25,14,0,0.687832918340803
2023,1,25,15,0,0.6671524076614203
2023,1,25,16,0,0.5937610967261778
2023,1,25,17,0,0.4958789067295499
2023,1,25,18,0,0.36537181377211714
2023,1,25,19,0,0.276986011222669
2023,1,25,20,0,0.25911234021754515
2023,1,25,21,0,0.23057564801452177
2023,1,25,22,0,0.2248751264663573
2023,1,25,23,0,0.2364315486800668
2023,1,26,0,0,0.23638662371504843
2023,1,26,1,0,0.22948158222844744
2023,1,26,2,0,0.22218037700100102
2023,1,26,3,0,0.22262307965857955
2023,1,26,4,0,0.23445921369459105
2023,1,26,5,0,0.2547285072408579
2023,1,26,6,0,0.3217542484193817
2023,1,26,7,0,0.44344042995252875
2023,1,26,8,0,0.5456266691058494
2023,1,26,9,0,0.658437713064159
2023,1,26,10,0,0.6925322725603431
2023,1,26,11,0,0.7195545748047334
2023,1,26,12,0,0.7084328662413378
2023,1,26,13,0,0.7016338486596918
2023,1,26,14,0,0.728403780139554
2023,1,26,15,0,0.6629925091680654
2023,1,26,16,0,0.6052819218568578
2023,1,26,17,0,0.47415877284682756
2023,1,26,18,0,0.3730532341951935
2023,1,26,19,0,0.28817066189919904
2023,1,26,20,0,0.27610212041623955
2023,1,26,21,0,0.22760575901585314
2023,1,26,22,0,0.24291861562298236
2023,1,26,23,0,0.23724491357944064
2023,1,27,0,0,0.2330642934837142
2023,1,27,1,0,0.2531426036327436
2023,1,27,2,0,0.23496592039167777
2023,1,27,3,0,0.24361139271862
2023,1,27,4,0,0.23346821871497592
2023,1,27,5,0,0.26315540830564565
2023,1,27,6,0,0.3358211134108593
2023,1,27,7,0,0.43510428621119723
2023,1,27,8,0,0.581222318950588
2023,1,27,9,0,0.6381845508362496
2023,1,27,10,0,0.708837440532111
2023,1,27,11,0,0.7200506178021219
2023,1,27,12,0,0.7115308762173649
2023,1,27,13,0,0.7054892840674764
2023,1,27,14,0,0.7004199265110356
2023,1,27,15,0,0.64923538586218
2023,1,27,16,0,0.6162468418630825
2023,1,27,17,0,0.4883819847379358
2023,1,27,18,0,0.3819107320691641
2023,1,27,19,0,0.30253485178135564
2023,1,27,20,0,0.23121273418362595
2023,1,27,21,0,0.2653433493154267
2023,1,27,22,0,0.23898304610640664
2023,1,27,23,0,0.23931090212144732
2023,1,28,0,0,0.24990570302114778
2023,1,28,1,0,0.2502062778309495
2023,1,28,2,0,0.24577145707837708
2023,1,28,3,0,0.21098513698977134
2023,1,28,4,0,0.2232052831766545
2023,1,28,5,0,0.2765035523814842
2023,1,28,6,0,0.3309289565333859
2023,1,28,7,0,0.46306442295616934
2023,1,28,8,0,0.5560941437220598
2023,1,28,9,0,0.6492352031362579
2023,1,28,10,0,0.6924673201319823
2023,1,28,11,0,0.6968359157726798
2023,1,28,12,0,0.6810842551924406
2023,1,28,13,0,0.7154522130613793
2023,1,28,14,0,0.7056042352880004
2023,1,28,15,0,0.6659169438622851
2023,1,28,16,0,0.5844658225671974
2023,1,28,17,0,0.4985533526726104
2023,1,28,18,0,0.33989529707508875
2023,1,28,19,0,0.27468027796921973
2023,1,28,20,0,0.2479388123780939
2023,1,28,21,0,0.22157850465209625
2023,1,28,22,0,0.21903761205834613
2023,1,28,23,0,0.23545240998715572
2023,1,29,0,0,0.22955872861524915
2023,1,29,1,0,0.22610591730658153
2023,1,29,2,0,0.2385388181530989
2023,1,29,3,0,0.23717585405483754
2023,1,29,4,0,0.2306850642367342
2023,1,29,5,0,0.2571194847347959
2023,1,29,6,0,0.3132546331459303
2023,1,29,7,0,0.44324878870492457
2023,1,29,8,0,0.5484639016533736
2023,1,29,9,0,0.6438524483411139
2023,1,29,10,0,0.684408463083874
2023,1,29,11,0,0.6983629699169543
2023,1,29,12,0,0.7055454120242713
2023,1,29,13,0,0.7088651592986885
2023,1,29,14,0,0.7289892462504356
2023,1,29,15,0,0.6667697373612933
2023,1,29,16,0,0.6013925047998315
2023,1,29,17,0,0.4771232891546545
2023,1,29,18,0,0.37757812776398814
2023,1,29,19,0,0.2991524457864335
2023,1,29,20,0,0.25822556356689796
2023,1,29,21,0,0.2127243074431767
2023,1,29,22,0,0.2093885122174733
2023,1,29,23,0,0.24735280859830305
2023,1,30,0,0,0.25267804212536094
2023,1,30,1,0,0.24644276325650477
2023,1,30,2,0,0.24105824689240052
2023,1,30,3,0,0.2053203895494554
