Year,Month,Day,Hour,Minute,DNI(KWH)
2022,1,6,9,0,0.6505140792706452
2022,1,6,10,0,0.7164003850218603
2022,1,6,11,0,0.7156621317919465
2022,1,6,12,0,0.6990601685203066
2022,1,6,13,0,0.718887946712278
2022,1,6,14,0,0.7084041387898635
2022,1,6,15,0,0.6936304224504108
2022,1,6,16,0,0.6153074969233553
2022,1,6,17,0,0.4918717519112448
2022,1,6,18,0,0.3472688588468001
2022,1,6,19,0,0.3008295820715018
2022,1,6,20,0,0.25751328834346077
2022,1,6,21,0,0.23465161686297661
2022,1,6,22,0,0.27806473681143234
2022,1,6,23,0,0.2473165537712214
2022,1,7,0,0,0.2712700604235134
2022,1,7,1,0,0.2515525978687326
2022,1,7,2,0,0.21693282673418168
2022,1,7,3,0,0.23771029148199926
2022,1,7,4,0,0.23348434803904433
2022,1,7,5,0,0.26957646244950767
2022,1,7,6,0,0.3459305083364779
2022,1,7,7,0,0.4277544631042812
2022,1,7,8,0,0.5533229528566749
2022,1,7,9,0,0.6652128131317704
2022,1,7,10,0,0.7042532997852378
2022,1,7,11,0,0.7125097164138943
2022,1,7,12,0,0.727109028887926
2022,1,7,13,0,0.7427952145210318
2022,1,7,14,0,0.7206745263171732
2022,1,7,15,0,0.6877099766993092
2022,1,7,16,0,0.6167456635329944
2022,1,7,17,0,0.4846132260698607
2022,1,7,18,0,0.37153806405786355
2022,1,7,19,0,0.25865634075472116
2022,1,7,20,0,0.25451173501970764
2022,1,7,21,0,0.22391723506371689
2022,1,7,22,0,0.22273572463195307
2022,1,7,23,0,0.23213892103864672
2022,1,8,0,0,0.2455271851412892
2022,1,8,1,0,0.2567853771281244
2022,1,8,2,0,0.2387294962103416
2022,1,8,3,0,0.23422519632537947
2022,1,8,4,0,0.20568643782383567
2022,1,8,5,0,0.25989901768042123
2022,1,8,6,0,0.32025456729707213
2022,1,8,7,0,0.44101122966477235
2022,1,8,8,0,0.5661427587186362
2022,1,8,9,0,0.6622572828586225
2022,1,8,10,0,0.676398497140591
2022,1,8,11,0,0.7151530867585874
2022,1,8,12,0,0.6965568590372831
2022,1,8,13,0,0.7035553755580654
2022,1,8,14,0,0.7012284770610105
2022,1,8,15,0,0.6687646546268791
2022,1,8,16,0,0.5861310689067474
2022,1,8,17,0,0.46846303781979565
2022,1,8,18,0,0.38509709690204613
2022,1,8,19,0,0.2699865563332753
2022,1,8,20,0,0.2474492073416457
2022,1,8,21,0,0.2226781414176125
2022,1,8,22,0,0.22312749191718065
2022,1,8,23,0,0.22280202314855815
2022,1,9,0,0,0.24614685774880782
2022,1,9,1,0,0.2506215001342194
2022,1,9,2,0,0.23743554312382428
2022,1,9,3,0,0.23193250091453882
2022,1,9,4,0,0.22440319390233918
2022,1,9,5,0,0.24650990520042454
2022,1,9,6,0,0.33012134391213105
2022,1,9,7,0,0.44507118022581105
2022,1,9,8,0,0.5616996522580299
2022,1,9,9,0,0.665027619881921
2022,1,9,10,0,0.6961129369347203
2022,1,9,11,0,0.7034983079170956
2022,1,9,12,0,0.6968528649169636
2022,1,9,13,0,0.7134776051823555
2022,1,9,14,0,0.6929905411765235
2022,1,9,15,0,0.6857465805712116
2022,1,9,16,0,0.6021091936157915
2022,1,9,17,0,0.48405707668483466
2022,1,9,18,0,0.35744975336148965
2022,1,9,19,0,0.28163600385051096
2022,1,9,20,0,0.22425297151523915
2022,1,9,21,0,0.22736542045126865
2022,1,9,22,0,0.24020689960186817
2022,1,9,23,0,0.242439090554682
2022,1,10,0,0,0.2360383809315193
2022,1,10,1,0,0.24209519634193288
2022,1,10,2,0,0.22719541078654482
2022,1,10,3,0,0.23110066302580493
2022,1,10,4,0,0.22750296968252723
2022,1,10,5,0,0.2786686098012753
2022,1,10,6,0,0.3463980695500868
2022,1,10,7,0,0.44487190421114636
2022,1,10,8,0,0.5510725558380656
2022,1,10,9,0,0.65877637955475
2022,1,10,10,0,0.7075387667667193
2022,1,10,11,0,0.7033659623917401
2022,1,10,12,0,0.7036070158014551
2022,1,10,13,0,0.7124070685873163
2022,1,10,14,0,0.7143366068237357
2022,1,10,15,0,0.690465584072615
2022,1,10,16,0,0.6164052003954342
2022,1,10,17,0,0.5071374616087763
2022,1,10,18,0,0.37234742560685985
2022,1,10,19,0,0.2677195591366093
2022,1,10,20,0,0.2423258801872658
2022,1,10,21,0,0.25213078078727785
2022,1,10,22,0,0.23312080620218636
2022,1,10,23,0,0.2462122154131778
2022,1,11,0,0,0.22425478170419552
2022,1,11,1,0,0.2633217863293056
2022,1,11,2,0,0.241044770700425
2022,1,11,3,0,0.2287495066549083
2022,1,11,4,0,0.24095335969700202
2022,1,11,5,0,0.2645620622512917
2022,1,11,6,0,0.3132517465854538
2022,1,11,7,0,0.4465628329150906
2022,1,11,8,0,0.5639410234350364
2022,1,11,9,0,0.6687356823853527
2022,1,11,10,0,0.7140489619465866
2022,1,11,11,0,0.7112135754696379
2022,1,11,12,0,0.7180608699549199
2022,1,11,13,0,0.7018404136463481
2022,1,11,14,0,0.6894587174060901
2022,1,11,15,0,0.680222618758826
2022,1,11,16,0,0.6227486585176305
2022,1,11,17,0,0.46935241690071294
2022,1,11,18,0,0.36039061371868336
2022,1,11,19,0,0.2840249762894972
2022,1,11,20,0,0.23807643930312977
2022,1,11,21,0,0.22109392618517848
2022,1,11,22,0,0.24334484645970245
2022,1,11,23,0,0.2477973667268355
2022,1,12,0,0,0.2211215368307075
2022,1,12,1,0,0.23831376555251865
2022,1,12,2,0,0.23587939832948382
2022,1,12,3,0,0.21296929376780682
2022,1,12,4,0,0.21935876811831567
2022,1,12,5,0,0.2676978767588284
2022,1,12,6,0,0.33684571370938643
2022,1,12,7,0,0.4422150090722607
2022,1,12,8,0,0.5743803488259575
2022,1,12,9,0,0.6666649549917066
2022,1,12,10,0,0.6775435326353229
2022,1,12,11,0,0.717175142300235
2022,1,12,12,0,0.6927321206590719
2022,1,12,13,0,0.7149869013866019
2022,1,12,14,0,0.6993891835581886
2022,1,12,15,0,0.6640067395593617
2022,1,12,16,0,0.5951264888575811
2022,1,12,17,0,0.489885276794586
2022,1,12,18,0,0.37350070653756673
2022,1,12,19,0,0.2686439367647236
2022,1,12,20,0,0.24933998480820457
2022,1,12,21,0,0.23005404265724885
2022,1,12,22,0,0.24365863167587487
2022,1,12,23,0,0.22558425601488172
2022,1,13,0,0,0.21455695068309472
2022,1,13,1,0,0.21652362766972577
2022,1,13,2,0,0.2530359854811715
2022,1,13,3,0,0.19938222099656427
2022,1,13,4,0,0.23461234195893604
2022,1,13,5,0,0.25876030591953686
2022,1,13,6,0,0.33245443064723906
2022,1,13,7,0,0.4604114282328069
2022,1,13,8,0,0.5479761468823598
2022,1,13,9,0,0.6575294846308269
2022,1,13,10,0,0.6830060533251381
2022,1,13,11,0,0.7222539692356645
2022,1,13,12,0,0.7041611530195668
2022,1,13,13,0,0.7056426222025005
2022,1,13,14,0,0.6826508850854301
2022,1,13,15,0,0.6721282193467091
2022,1,13,16,0,0.6203846231468366
2022,1,13,17,0,0.49090968941195334
2022,1,13,18,0,0.3578072768509231
2022,1,13,19,0,0.30908749367749616
2022,1,13,20,0,0.238924908500047
2022,1,13,21,0,0.234832179250844
2022,1,13,22,0,0.2279278386681902
2022,1,13,23,0,0.227273190196093
2022,1,14,0,0,0.23515834363885196
2022,1,14,1,0,0.22858182482913733
2022,1,14,2,0,0.2349467516991641
2022,1,14,3,0,0.21211780781281417
2022,1,14,4,0,0.2421070648244276
2022,1,14,5,0,0.2682014655351884
2022,1,14,6,0,0.3415505593343409
2022,1,14,7,0,0.44532084816750134
2022,1,14,8,0,0.5757298215050626
2022,1,14,9,0,0.6587734056029274
2022,1,14,10,0,0.6986433610268692
2022,1,14,11,0,0.7067431318041794
2022,1,14,12,0,0.6958995215441921
2022,1,14,13,0,0.6894935051714365
2022,1,14,14,0,0.7141518604931136
2022,1,14,15,0,0.679034493109804
2022,1,14,16,0,0.6014542879578334
2022,1,14,17,0,0.4673926736588417
2022,1,14,18,0,0.3597662466273416
2022,1,14,19,0,0.29522437681692176
2022,1,14,20,0,0.24071290064485618
2022,1,14,21,0,0.24035896037457774
2022,1,14,22,0,0.21234526408602902
2022,1,14,23,0,0.22818690039948422
2022,1,15,0,0,0.21122552506036799
2022,1,15,1,0,0.2238455142116943
2022,1,15,2,0,0.22132804044662543
2022,1,15,3,0,0.22785542041181162
2022,1,15,4,0,0.2447170663678845
2022,1,15,5,0,0.2350107051552476
2022,1,15,6,0,0.3408429714583723
2022,1,15,7,0,0.42338212410489645
2022,1,15,8,0,0.5588512066437489
2022,1,15,9,0,0.6328939756218636
2022,1,15,10,0,0.6872483700104219
2022,1,15,11,0,0.699661305822835
2022,1,15,12,0,0.7031460869337015
2022,1,15,13,0,0.6976194634244074
2022,1,15,14,0,0.7011865191212827
2022,1,15,15,0,0.6656313111999834
2022,1,15,16,0,0.5858298997448369
2022,1,15,17,0,0.4553830616794151
2022,1,15,18,0,0.36504802357139643
2022,1,15,19,0,0.25212182101697667
2022,1,15,20,0,0.23653676389499
2022,1,15,21,0,0.21902440321565012
2022,1,15,22,0,0.255305046149969
2022,1,15,23,0,0.21701356603893895
2022,1,16,0,0,0.24519388659987618
2022,1,16,1,0,0.21216951171009557
2022,1,16,2,0,0.23083935258805327
2022,1,16,3,0,0.23141557294244988
2022,1,16,4,0,0.23372017364085437
2022,1,16,5,0,0.25479653458772183
2022,1,16,6,0,0.3201783097877333
2022,1,16,7,0,0.43323752820382455
2022,1,16,8,0,0.5546718923036174
2022,1,16,9,0,0.6452070821739309
2022,1,16,10,0,0.7014964446443438
2022,1,16,11,0,0.7122006388759149
2022,1,16,12,0,0.6924541409523687
2022,1,16,13,0,0.7024345844535874
2022,1,16,14,0,0.7126882671860529
2022,1,16,15,0,0.6708819932944472
2022,1,16,16,0,0.585646697956387
2022,1,16,17,0,0.4999053849874297
2022,1,16,18,0,0.34651116629061224
2022,1,16,19,0,0.2782444380166194
2022,1,16,20,0,0.22249332082912118
2022,1,16,21,0,0.21907303396017794
2022,1,16,22,0,0.216150925348673
2022,1,16,23,0,0.2215728663182741
2022,1,17,0,0,0.22582951785890273
2022,1,17,1,0,0.24013953774228602
2022,1,17,2,0,0.24239216588883897
2022,1,17,3,0,0.26174159047491086
2022,1,17,4,0,0.22121222257900547
2022,1,17,5,0,0.25402730075046726
2022,1,17,6,0,0.3277802371705837
2022,1,17,7,0,0.42982380706839973
2022,1,17,8,0,0.5699690469920091
2022,1,17,9,0,0.6493983157809108
2022,1,17,10,0,0.7083192806650739
2022,1,17,11,0,0.699831056284076
2022,1,17,12,0,0.7073348099424419
2022,1,17,13,0,0.7114618643165916
2022,1,17,14,0,0.6948565192631826
2022,1,17,15,0,0.6620482821227217
2022,1,17,16,0,0.5875382323175452
2022,1,17,17,0,0.48037234304832016
2022,1,17,18,0,0.35188504792858577
2022,1,17,19,0,0.27698757287067904
2022,1,17,20,0,0.2377252062166546
2022,1,17,21,0,0.22719882062702212
2022,1,17,22,0,0.240345284991938
2022,1,17,23,0,0.220444594977737
2022,1,18,0,0,0.21644797192693582
2022,1,18,1,0,0.23031492461955647
2022,1,18,2,0,0.22954506967116264
2022,1,18,3,0,0.20870328224479123
2022,1,18,4,0,0.23756739835483628
2022,1,18,5,0,0.26811571426747793
2022,1,18,6,0,0.3275851891696701
2022,1,18,7,0,0.42584699059030295
2022,1,18,8,0,0.5566273671323737
2022,1,18,9,0,0.6293648528486263
2022,1,18,10,0,0.69571032105896
2022,1,18,11,0,0.6891722487070543
2022,1,18,12,0,0.6822851645075497
2022,1,18,13,0,0.7022854735691294
2022,1,18,14,0,0.7009991649440785
2022,1,18,15,0,0.6543900132966141
2022,1,18,16,0,0.5734289231047497
2022,1,18,17,0,0.47155141806889644
2022,1,18,18,0,0.35040192741268883
2022,1,18,19,0,0.3059115102878284
2022,1,18,20,0,0.2340670931551542
2022,1,18,21,0,0.21692897211434653
2022,1,18,22,0,0.24414725513611502
2022,1,18,23,0,0.24060483520262493
2022,1,19,0,0,0.23836450279179602
2022,1,19,1,0,0.21931647784898523
2022,1,19,2,0,0.21280866716748378
2022,1,19,3,0,0.22878436294353105
2022,1,19,4,0,0.18513921750044943
2022,1,19,5,0,0.26930290698212894
2022,1,19,6,0,0.3501913293262484
2022,1,19,7,0,0.412336765627131
2022,1,19,8,0,0.5399525713695998
2022,1,19,9,0,0.6647290997186142
2022,1,19,10,0,0.6876179382561125
2022,1,19,11,0,0.6744139953395842
2022,1,19,12,0,0.6766031649056183
2022,1,19,13,0,0.6902250739081252
2022,1,19,14,0,0.7189092013905416
2022,1,19,15,0,0.6561986789020885
2022,1,19,16,0,0.5899650029597581
2022,1,19,17,0,0.4770762836553387
2022,1,19,18,0,0.36387508662435253
2022,1,19,19,0,0.2789304800445534
2022,1,19,20,0,0.24481633436745082
2022,1,19,21,0,0.19889427520078043
2022,1,19,22,0,0.21289814078518604
2022,1,19,23,0,0.2222253229680884
2022,1,20,0,0,0.23378937602178138
2022,1,20,1,0,0.2293904057196722
2022,1,20,2,0,0.2454138562513121
2022,1,20,3,0,0.2115431759266666
2022,1,20,4,0,0.20332296370540492
2022,1,20,5,0,0.26819180944316884
2022,1,20,6,0,0.314929174351096
2022,1,20,7,0,0.4369607147463705
2022,1,20,8,0,0.5747883266876057
2022,1,20,9,0,0.6578509398676007
2022,1,20,10,0,0.7103052215631738
2022,1,20,11,0,0.6971687833047765
2022,1,20,12,0,0.6944519121327298
2022,1,20,13,0,0.7332104815093745
2022,1,20,14,0,0.7209734886133219
2022,1,20,15,0,0.6749421002341256
2022,1,20,16,0,0.5992387724288789
2022,1,20,17,0,0.47379308517230534
2022,1,20,18,0,0.35182726936135894
2022,1,20,19,0,0.27787527053470074
2022,1,20,20,0,0.227023644862252
2022,1,20,21,0,0.21224390771262033
2022,1,20,22,0,0.22487421814021355
2022,1,20,23,0,0.245818847009958
2022,1,21,0,0,0.23083965083553784
2022,1,21,1,0,0.23998341605482837
2022,1,21,2,0,0.21228992705303112
2022,1,21,3,0,0.2335428410855623
2022,1,21,4,0,0.23064087792920135
2022,1,21,5,0,0.2676651144108846
2022,1,21,6,0,0.31263132184806297
2022,1,21,7,0,0.44055209682140023
2022,1,21,8,0,0.5579288784073406
2022,1,21,9,0,0.6396463080606286
2022,1,21,10,0,0.6968373155196855
2022,1,21,11,0,0.6879551530325994
2022,1,21,12,0,0.6927324468347392
2022,1,21,13,0,0.6881299690647827
2022,1,21,14,0,0.6983082377988706
2022,1,21,15,0,0.6848718765972623
2022,1,21,16,0,0.578029687665768
2022,1,21,17,0,0.4759917348810265
2022,1,21,18,0,0.34373555936666506
2022,1,21,19,0,0.2855650001050303
2022,1,21,20,0,0.23057397898685553
2022,1,21,21,0,0.2112633586640782
2022,1,21,22,0,0.23220872727598632
2022,1,21,23,0,0.22616612393018126
2022,1,22,0,0,0.2528179838566594
2022,1,22,1,0,0.2326214843269448
2022,1,22,2,0,0.21474178582979148
2022,1,22,3,0,0.22067922149707261
2022,1,22,4,0,0.22043080011904811
2022,1,22,5,0,0.2534608218057741
2022,1,22,6,0,0.3389018187369529
2022,1,22,7,0,0.4356911491662963
2022,1,22,8,0,0.5520336391302294
2022,1,22,9,0,0.6414479626606295
2022,1,22,10,0,0.6777811256179803
2022,1,22,11,0,0.701517830802508
2022,1,22,12,0,0.6992578750936087
2022,1,22,13,0,0.6981434220183563
2022,1,22,14,0,0.6927987410869461
2022,1,22,15,0,0.6681533111721039
2022,1,22,16,0,0.5823126299692232
2022,1,22,17,0,0.4734410497163148
2022,1,22,18,0,0.36105964687143755
2022,1,22,19,0,0.27196787664341554
2022,1,22,20,0,0.22705616319173155
2022,1,22,21,0,0.23626072853033564
2022,1,22,22,0,0.22427990936684095
2022,1,22,23,0,0.219214215683551
2022,1,23,0,0,0.2199221053096155
2022,1,23,1,0,0.2118770702674943
2022,1,23,2,0,0.2247142839394383
2022,1,23,3,0,0.23222809997560523
2022,1,23,4,0,0.23620061016195712
2022,1,23,5,0,0.2463278129220935
2022,1,23,6,0,0.3063991394897258
2022,1,23,7,0,0.43696344851715274
2022,1,23,8,0,0.5592120892480165
2022,1,23,9,0,0.6398379304760118
2022,1,23,10,0,0.685936786289652
2022,1,23,11,0,0.7104814750982533
2022,1,23,12,0,0.6823131009906395
2022,1,23,13,0,0.7043918300607286
2022,1,23,14,0,0.7037665920137781
2022,1,23,15,0,0.6520872163456851
2022,1,23,16,0,0.5835454097920526
2022,1,23,17,0,0.4645969306541026
2022,1,23,18,0,0.3414315296884405
2022,1,23,19,0,0.27304348968836745
2022,1,23,20,0,0.22738522076805504
2022,1,23,21,0,0.23781710674779122
2022,1,23,22,0,0.207014870687766
2022,1,23,23,0,0.24287836645407274
2022,1,24,0,0,0.23259232341905406
2022,1,24,1,0,0.21527340251997668
2022,1,24,2,0,0.22651755626639006
2022,1,24,3,0,0.20301221694219143
2022,1,24,4,0,0.22123356652971107
2022,1,24,5,0,0.23319905579138478
2022,1,24,6,0,0.3416174121915052
2022,1,24,7,0,0.42785966175918727
2022,1,24,8,0,0.551574876999647
2022,1,24,9,0,0.6584417404545608
2022,1,24,10,0,0.6887089252406775
2022,1,24,11,0,0.6963695540341733
2022,1,24,12,0,0.687855544597761
2022,1,24,13,0,0.7026996931404607
2022,1,24,14,0,0.7025717417642001
2022,1,24,15,0,0.6683295527832294
2022,1,24,16,0,0.5844424963021523
2022,1,24,17,0,0.4572210802408762
2022,1,24,18,0,0.3721547912609669
2022,1,24,19,0,0.2725451400804368
2022,1,24,20,0,0.23018751411200947
2022,1,24,21,0,0.234556509038912
2022,1,24,22,0,0.20420690161199512
2022,1,24,23,0,0.23315211991960938
2022,1,25,0,0,0.23075088454284703
2022,1,25,1,0,0.23418771542285705
2022,1,25,2,0,0.2389530034028644
2022,1,25,3,0,0.2079888245366863
2022,1,25,4,0,0.2276492460640419
2022,1,25,5,0,0.24866118918629523
2022,1,25,6,0,0.3250629747945044
2022,1,25,7,0,0.4540417566679552
2022,1,25,8,0,0.5519688266110998
2022,1,25,9,0,0.659055524355222
2022,1,25,10,0,0.7018472926762357
2022,1,25,11,0,0.6709688138918932
2022,1,25,12,0,0.7001308302122315
2022,1,25,13,0,0.7057082348883437
2022,1,25,14,0,0.6852496656155074
2022,1,25,15,0,0.6688526473085153
2022,1,25,16,0,0.6019445397215092
2022,1,25,17,0,0.49469887571199705
2022,1,25,18,0,0.34816573850503874
2022,1,25,19,0,0.2863836974552955
2022,1,25,20,0,0.25045462374536653
2022,1,25,21,0,0.23553014850876502
2022,1,25,22,0,0.19703782930705754
2022,1,25,23,0,0.2385184508894878
2022,1,26,0,0,0.23129859158658825
2022,1,26,1,0,0.23641586525369096
2022,1,26,2,0,0.2274031734160489
2022,1,26,3,0,0.22330970043148568
2022,1,26,4,0,0.22828388115771098
2022,1,26,5,0,0.25151050585161006
2022,1,26,6,0,0.32007436684799445
2022,1,26,7,0,0.41586211679717305
2022,1,26,8,0,0.5547780303372043
2022,1,26,9,0,0.6520405119521102
2022,1,26,10,0,0.6912336128771758
2022,1,26,11,0,0.7042610452768233
2022,1,26,12,0,0.7090956980692849
2022,1,26,13,0,0.7147514781022527
2022,1,26,14,0,0.7294829160801624
2022,1,26,15,0,0.6688376582795139
2022,1,26,16,0,0.591719191162745
2022,1,26,17,0,0.47156287233794497
2022,1,26,18,0,0.34678920494229437
2022,1,26,19,0,0.25397085275246345
2022,1,26,20,0,0.23328568795961804
2022,1,26,21,0,0.22666079579203907
2022,1,26,22,0,0.23601773023862505
2022,1,26,23,0,0.21034518598373997
2022,1,27,0,0,0.24026769230954628
2022,1,27,1,0,0.2342286610832848
2022,1,27,2,0,0.2488378119015712
2022,1,27,3,0,0.21353927904158923
2022,1,27,4,0,0.21957430331339486
2022,1,27,5,0,0.25075784922258537
2022,1,27,6,0,0.33522891478690625
2022,1,27,7,0,0.4281763225594387
2022,1,27,8,0,0.5516825532816129
2022,1,27,9,0,0.664608729081973
2022,1,27,10,0,0.6923014601836383
2022,1,27,11,0,0.7013079086287248
2022,1,27,12,0,0.7039155544695785
2022,1,27,13,0,0.7091632888302263
2022,1,27,14,0,0.7053422748130426
2022,1,27,15,0,0.6825108596043414
2022,1,27,16,0,0.582836062955101
2022,1,27,17,0,0.4856104582241988
2022,1,27,18,0,0.3831746090615951
2022,1,27,19,0,0.3032716430051945
2022,1,27,20,0,0.24769691559854307
2022,1,27,21,0,0.2476910294865771
2022,1,27,22,0,0.25290982993939565
2022,1,27,23,0,0.24842842422505348
2022,1,28,0,0,0.23635688584185358
2022,1,28,1,0,0.22263455324930986
2022,1,28,2,0,0.23865604552749461
2022,1,28,3,0,0.2252132754631264
2022,1,28,4,0,0.23206032985292444
2022,1,28,5,0,0.2678935749786925
2022,1,28,6,0,0.30445087269514826
2022,1,28,7,0,0.4517963890315822
2022,1,28,8,0,0.5708138924668371
2022,1,28,9,0,0.6849156789634071
2022,1,28,10,0,0.7046831789410898
2022,1,28,11,0,0.7174717344594906
2022,1,28,12,0,0.7180116919599638
2022,1,28,13,0,0.6945347320973613
2022,1,28,14,0,0.6970749021119403
2022,1,28,15,0,0.680233621821021
2022,1,28,16,0,0.5889302736705347
2022,1,28,17,0,0.48020960969391624
2022,1,28,18,0,0.3776408952867887
2022,1,28,19,0,0.26526029310050947
2022,1,28,20,0,0.22163119128211234
2022,1,28,21,0,0.2183655179859579
2022,1,28,22,0,0.23215977530323328
2022,1,28,23,0,0.23502530676854888
2022,1,29,0,0,0.2338933286950522
2022,1,29,1,0,0.22818462795103894
2022,1,29,2,0,0.23203628274649074
2022,1,29,3,0,0.2293093607285518
2022,1,29,4,0,0.2237008583764727
2022,1,29,5,0,0.2683867174350128
2022,1,29,6,0,0.34165713899296474
2022,1,29,7,0,0.4476264586982343
2022,1,29,8,0,0.5782496151432827
2022,1,29,9,0,0.6346669456976887
2022,1,29,10,0,0.681096968981452
2022,1,29,11,0,0.7255885374782116
2022,1,29,12,0,0.7057533652073452
2022,1,29,13,0,0.6998525084338909
2022,1,29,14,0,0.6871186382547152
2022,1,29,15,0,0.6649713009925395
2022,1,29,16,0,0.6135354402383655
2022,1,29,17,0,0.4704500334003405
2022,1,29,18,0,0.36002034978961917
2022,1,29,19,0,0.28843735509960367
2022,1,29,20,0,0.25085323178963187
2022,1,29,21,0,0.23063447984305674
2022,1,29,22,0,0.22178818152607546
2022,1,29,23,0,0.24209626391574218
2022,1,30,0,0,0.23371587208750536
2022,1,30,1,0,0.22347661902383245
2022,1,30,2,0,0.23201649583203035
